dist,trial,policy,spearman_vs_true,spearman_vs_empirical
1-6-14,15,labelfree_full|linear|seed1,0.9440446599910225,0.8998885127019984
1-6-14,15,labelfree_full|linear|seed2,0.9471230455779795,0.8906795409238736
1-6-14,15,labelfree_tail_only|mlp8|seed0,0.7629371669254973,0.6861734497233313
1-6-14,15,labelfree_tail_only|mlp8|seed1,0.764567588559933,0.6872489374948297
1-6-14,15,labelfree_tail_only|mlp8|seed2,0.7634373428002051,0.6864079220802601
1-6-14,15,labelfree_no_hazard|mlp8|seed0,0.9494430825595763,0.9001989804478183
1-6-14,15,labelfree_no_hazard|mlp8|seed1,0.9291328803377202,0.8740293653861978
1-6-14,15,labelfree_no_hazard|mlp8|seed2,0.9383529755208176,0.8832951242856469
1-6-14,15,labelfree_full|mlp8|seed0,0.9010272386514807,0.867837311426982
1-6-14,15,labelfree_full|mlp8|seed1,0.928372792959477,0.8958130876806779
1-6-14,15,labelfree_full|mlp8|seed2,0.9505305798704439,0.9402836996374515
1-6-14,14,empirical_gittins,0.931941474562053,1.0
1-6-14,14,fcfs,,
1-6-14,14,mean_excess,0.8006008105422199,0.6621546623793642
1-6-14,14,imitation_tail_only,0.677144529757638,0.5578285727191197
1-6-14,14,imitation_no_hazard,0.9778224258795983,0.9332401451251101
1-6-14,14,imitation_full,0.9323529460270396,0.9912303522298819
1-6-14,14,labelfree_tail_only|linear|seed0,0.7923484955606831,0.6560756443745136
1-6-14,14,labelfree_tail_only|linear|seed1,0.7923484955606831,0.6560756443745136
1-6-14,14,labelfree_tail_only|linear|seed2,0.7923484955606831,0.6560756443745136
1-6-14,14,labelfree_no_hazard|linear|seed0,0.894530571840648,0.8477467854817822
1-6-14,14,labelfree_no_hazard|linear|seed1,0.9007860284709275,0.8438593246528664
1-6-14,14,labelfree_no_hazard|linear|seed2,0.8805783570410436,0.8355238850970772
1-6-14,14,labelfree_full|linear|seed0,0.8542482766240144,0.8197928089314614
1-6-14,14,labelfree_full|linear|seed1,0.8335846101312891,0.7968061372808584
1-6-14,14,labelfree_full|linear|seed2,0.9000109941611205,0.8551423510654197
1-6-14,14,labelfree_tail_only|mlp8|seed0,0.7807334581426314,0.6457223784976915
1-6-14,14,labelfree_tail_only|mlp8|seed1,0.7833586103413605,0.6486377367879652
1-6-14,14,labelfree_tail_only|mlp8|seed2,0.7824234102429852,0.647547332335454
1-6-14,14,labelfree_no_hazard|mlp8|seed0,0.8254381972857517,0.8022936916938813
1-6-14,14,labelfree_no_hazard|mlp8|seed1,0.8148685302469634,0.7961309207488801
1-6-14,14,labelfree_no_hazard|mlp8|seed2,0.8832292068614265,0.8293820114428508
1-6-14,14,labelfree_full|mlp8|seed0,0.8571685928761243,0.7954164215371698
1-6-14,14,labelfree_full|mlp8|seed1,0.8437893411462417,0.8376141806517154
1-6-14,14,labelfree_full|mlp8|seed2,0.7902016995479116,0.8102357518339505
1-6-14,16,empirical_gittins,0.9249253594221203,1.0
1-6-14,16,fcfs,,
1-6-14,16,mean_excess,0.7866272685465823,0.6672157645881147
1-6-14,16,imitation_tail_only,0.6833584407776856,0.562665012932386
1-6-14,16,imitation_no_hazard,0.9751896050144794,0.9256162321008716
1-6-14,16,imitation_full,0.9208397998682558,0.9919671729042038
1-6-14,16,labelfree_tail_only|linear|seed0,0.7795262807029065,0.6607631524594154
1-6-14,16,labelfree_tail_only|linear|seed1,0.7795262807029065,0.6607631524594154
1-6-14,16,labelfree_tail_only|linear|seed2,0.7795262807029065,0.6607631524594154
1-6-14,16,labelfree_no_hazard|linear|seed0,0.8729751243941433,0.8487521657552333
1-6-14,16,labelfree_no_hazard|linear|seed1,0.8779039819352628,0.8440604323634723
1-6-14,16,labelfree_no_hazard|linear|seed2,0.8621234344942784,0.8384006876411738
1-6-14,16,labelfree_full|linear|seed0,0.8373558520823402,0.8230249426523887
1-6-14,16,labelfree_full|linear|seed1,0.8170854631354972,0.8012065431319801
1-6-14,16,labelfree_full|linear|seed2,0.881436125003181,0.8566090367979001
1-6-14,16,labelfree_tail_only|mlp8|seed0,0.7708160419616265,0.6494658800315289
1-6-14,16,labelfree_tail_only|mlp8|seed1,0.7733558283143624,0.652414025778895
1-6-14,16,labelfree_tail_only|mlp8|seed2,0.7723870985805081,0.6514025069632309
1-6-14,16,labelfree_no_hazard|mlp8|seed0,0.809060309498013,0.8062847512313214
1-6-14,16,labelfree_no_hazard|mlp8|seed1,0.7996433695499575,0.8011195650893761
1-6-14,16,labelfree_no_hazard|mlp8|seed2,0.8594617902564586,0.8280433598517416
1-6-14,16,labelfree_full|mlp8|seed0,0.8440143839236084,0.8013779361026129
1-6-14,16,labelfree_full|mlp8|seed1,0.8256142696224632,0.8423463398397814
1-6-14,16,labelfree_full|mlp8|seed2,0.774600447871957,0.8182986802298972
1-6-14,19,empirical_gittins,0.9516211760249963,1.0
1-6-14,19,fcfs,,
1-6-14,19,mean_excess,0.8075062856381899,0.7112482722369281
1-6-14,19,imitation_tail_only,0.7085318296304949,0.6212030719673856
1-6-14,19,imitation_no_hazard,0.9751550396490245,0.9386438219197578
1-6-14,19,imitation_full,0.9496827992322526,0.9905366062648272
1-6-14,19,labelfree_tail_only|linear|seed0,0.8026871366568228,0.707393728056979
1-6-14,19,labelfree_tail_only|linear|seed1,0.8026843279032964,0.7073914742711838
1-6-14,19,labelfree_tail_only|linear|seed2,0.8026871366568228,0.707393728056979
1-6-14,19,labelfree_no_hazard|linear|seed0,0.9017997980792947,0.8596494175457509
1-6-14,19,labelfree_no_hazard|linear|seed1,0.9059083940237347,0.8573678479056058
1-6-14,19,labelfree_no_hazard|linear|seed2,0.896148518154978,0.8526188483760735
1-6-14,19,labelfree_full|linear|seed0,0.8739068930949128,0.8381209889376517
1-6-14,19,labelfree_full|linear|seed1,0.8528541754797346,0.8170245934925028
1-6-14,19,labelfree_full|linear|seed2,0.9074289625381404,0.8648510811652488
1-6-14,19,labelfree_tail_only|mlp8|seed0,0.7952023110633667,0.6999046028894639
1-6-14,19,labelfree_tail_only|mlp8|seed1,0.7989927964012388,0.7031301680892255
1-6-14,19,labelfree_tail_only|mlp8|seed2,0.7974717006674553,0.7022382130910813
1-6-14,19,labelfree_no_hazard|mlp8|seed0,0.8566109989394504,0.8291305233240978
1-6-14,19,labelfree_no_hazard|mlp8|seed1,0.8434417988439047,0.8191306376166279
1-6-14,19,labelfree_no_hazard|mlp8|seed2,0.8870613803783538,0.842317151152352
1-6-14,19,labelfree_full|mlp8|seed0,0.8781324916601756,0.8275053479854981
1-6-14,19,labelfree_full|mlp8|seed1,0.8599588049893895,0.8490356141535615
1-6-14,19,labelfree_full|mlp8|seed2,0.8210346423150428,0.832734803157879
1-6-14,17,empirical_gittins,0.9254244923532854,1.0
1-6-14,17,fcfs,,
1-6-14,17,mean_excess,0.8153842340361684,0.66944631413028
1-6-14,17,imitation_tail_only,0.6919157633594603,0.5778491049632631
1-6-14,17,imitation_no_hazard,0.9740245513461812,0.9375142593976898
1-6-14,17,imitation_full,0.9287178183793504,0.992977516958185
1-6-14,17,labelfree_tail_only|linear|seed0,0.8066797806201473,0.6646070994427907
1-6-14,17,labelfree_tail_only|linear|seed1,0.8066797806201473,0.6646070994427907
1-6-14,17,labelfree_tail_only|linear|seed2,0.8066797806201473,0.6646070994427907
1-6-14,17,labelfree_no_hazard|linear|seed0,0.9165617818167426,0.8397682598839687
1-6-14,17,labelfree_no_hazard|linear|seed1,0.9210474747754024,0.8320924867120577
1-6-14,17,labelfree_no_hazard|linear|seed2,0.9068993185117369,0.8303716454211328
1-6-14,17,labelfree_full|linear|seed0,0.8828252731869657,0.8146565123897821
1-6-14,17,labelfree_full|linear|seed1,0.8585436250383823,0.7842790803089038
1-6-14,17,labelfree_full|linear|seed2,0.9232050426080275,0.8467043479840759
1-6-14,17,labelfree_tail_only|mlp8|seed0,0.7960336935916702,0.6566248931980841
1-6-14,17,labelfree_tail_only|mlp8|seed1,0.7986270712866566,0.6588279654437417
1-6-14,17,labelfree_tail_only|mlp8|seed2,0.7977070673064388,0.6578120357103047
1-6-14,17,labelfree_no_hazard|mlp8|seed0,0.8602474434435908,0.7971842219477222
1-6-14,17,labelfree_no_hazard|mlp8|seed1,0.8432303794508788,0.7883683894081223
1-6-14,17,labelfree_no_hazard|mlp8|seed2,0.9068543381737137,0.8196087967154029
1-6-14,17,labelfree_full|mlp8|seed0,0.8666564581998851,0.7707756475998011
1-6-14,17,labelfree_full|mlp8|seed1,0.8723496054552442,0.8372640855077348
1-6-14,17,labelfree_full|mlp8|seed2,0.8307137346312181,0.823396321914855
1-6-14,18,empirical_gittins,0.9317473604143499,1.0
1-6-14,18,fcfs,,
1-6-14,18,mean_excess,0.7995777095534394,0.6743874098377577
1-6-14,18,imitation_tail_only,0.6858832084975012,0.5859462141800256
1-6-14,18,imitation_no_hazard,0.9762137255673375,0.9357384970147115
1-6-14,18,imitation_full,0.9335424292765333,0.9864922180079644
1-6-14,18,labelfree_tail_only|linear|seed0,0.7932398364164381,0.6691370072581175
1-6-14,18,labelfree_tail_only|linear|seed1,0.7932393534724602,0.6691367544418034
1-6-14,18,labelfree_tail_only|linear|seed2,0.7932398364164381,0.6691370072581175
1-6-14,18,labelfree_no_hazard|linear|seed0,0.9294935015155593,0.8624505854004293
1-6-14,18,labelfree_no_hazard|linear|seed1,0.9542729291704186,0.8821932641752417
1-6-14,18,labelfree_no_hazard|linear|seed2,0.9196587428395209,0.85057321824816
1-6-14,18,labelfree_full|linear|seed0,0.9521695233969795,0.9010161194101692
1-6-14,18,labelfree_full|linear|seed1,0.9475880218717744,0.9037427093234505
1-6-14,18,labelfree_full|linear|seed2,0.9529470567186716,0.8928761649985418
1-6-14,18,labelfree_tail_only|mlp8|seed0,0.7823172966696788,0.6604202670117071
1-6-14,18,labelfree_tail_only|mlp8|seed1,0.7857822997842784,0.6626111164670266
1-6-14,18,labelfree_tail_only|mlp8|seed2,0.7843653972545795,0.6613819332721728
1-6-14,18,labelfree_no_hazard|mlp8|seed0,0.9535336294538366,0.9046232377533036
1-6-14,18,labelfree_no_hazard|mlp8|seed1,0.9335187585391546,0.8810401333136078
1-6-14,18,labelfree_no_hazard|mlp8|seed2,0.9411270385170641,0.8859950721481648
1-6-14,18,labelfree_full|mlp8|seed0,0.9027483751868467,0.8669315357823308
1-6-14,18,labelfree_full|mlp8|seed1,0.9240894718478634,0.9023389613256474
1-6-14,18,labelfree_full|mlp8|seed2,0.931341582262807,0.9372983590863957
bounded-Pareto,0,empirical_gittins,0.38749238823004334,1.0
bounded-Pareto,0,fcfs,,
bounded-Pareto,0,mean_excess,-0.05931315855184467,0.7815263960735653
bounded-Pareto,0,imitation_tail_only,0.6043205536300512,0.8880993507576127
bounded-Pareto,0,imitation_no_hazard,0.45398751976053464,0.9838787686837954
bounded-Pareto,0,imitation_full,0.3889992859458941,0.9942330666161696
bounded-Pareto,0,labelfree_tail_only|linear|seed0,-0.10272175009479974,0.7585674275503203
bounded-Pareto,0,labelfree_tail_only|linear|seed1,-0.10273043738446487,0.7585627415954997
bounded-Pareto,0,labelfree_tail_only|linear|seed2,-0.1027227554255896,0.7585668385812121
bounded-Pareto,0,labelfree_no_hazard|linear|seed0,0.5754752061358952,0.9466205584053154
bounded-Pareto,0,labelfree_no_hazard|linear|seed1,0.5302748499544067,0.953748521703874
bounded-Pareto,0,labelfree_no_hazard|linear|seed2,0.6649029323016961,0.9194264877383324
bounded-Pareto,0,labelfree_full|linear|seed0,0.6232251689609217,0.9035907260955858
bounded-Pareto,0,labelfree_full|linear|seed1,0.5943915494659517,0.8928860241440988
bounded-Pareto,0,labelfree_full|linear|seed2,0.5489721066477745,0.9520713736592507
bounded-Pareto,0,labelfree_tail_only|mlp8|seed0,0.5179755765890566,0.8994339468453683
bounded-Pareto,0,labelfree_tail_only|mlp8|seed1,0.6094399701275155,0.8863399758812113
bounded-Pareto,0,labelfree_tail_only|mlp8|seed2,0.6873743541413398,0.7796598799740008
bounded-Pareto,0,labelfree_no_hazard|mlp8|seed0,0.7595246393131793,0.7571746989431025
bounded-Pareto,0,labelfree_no_hazard|mlp8|seed1,0.701597586133254,0.8287967089945587
bounded-Pareto,0,labelfree_no_hazard|mlp8|seed2,0.5771733465665261,0.6551787795512779
bounded-Pareto,0,labelfree_full|mlp8|seed0,0.6261489158656804,0.7499061427845043
bounded-Pareto,0,labelfree_full|mlp8|seed1,0.3945458159693797,0.6136707913629978
bounded-Pareto,0,labelfree_full|mlp8|seed2,0.5079949511001339,0.8243709702507807
bounded-Pareto,1,empirical_gittins,0.5467437364523272,1.0
bounded-Pareto,1,fcfs,,
bounded-Pareto,1,mean_excess,0.26212525741432924,0.7226364268139479
bounded-Pareto,1,imitation_tail_only,0.7975536919685531,0.7829052219683452
bounded-Pareto,1,imitation_no_hazard,0.6422861739734714,0.9646389958755041
bounded-Pareto,1,imitation_full,0.5432928063270321,0.9973216936389463
bounded-Pareto,1,labelfree_tail_only|linear|seed0,0.20543759393856276,0.7066552641873515
bounded-Pareto,1,labelfree_tail_only|linear|seed1,0.20542621365149763,0.7066520033013538
bounded-Pareto,1,labelfree_tail_only|linear|seed2,0.20543618121390628,0.7066548208554239
bounded-Pareto,1,labelfree_no_hazard|linear|seed0,0.7620098160057756,0.9002299987768031
bounded-Pareto,1,labelfree_no_hazard|linear|seed1,0.7079489986873923,0.9356216133272637
bounded-Pareto,1,labelfree_no_hazard|linear|seed2,0.8100713402361399,0.8867615381325542
bounded-Pareto,1,labelfree_full|linear|seed0,0.7378977238892693,0.9008791145867535
bounded-Pareto,1,labelfree_full|linear|seed1,0.6938089872029942,0.8877518107472384
bounded-Pareto,1,labelfree_full|linear|seed2,0.7494331131399043,0.9163733345683764
bounded-Pareto,1,labelfree_tail_only|mlp8|seed0,0.7342648803227521,0.7847257339519337
bounded-Pareto,1,labelfree_tail_only|mlp8|seed1,0.8041361479486961,0.7744012484841415
bounded-Pareto,1,labelfree_tail_only|mlp8|seed2,0.7979261287179594,0.7593184775942007
bounded-Pareto,1,labelfree_no_hazard|mlp8|seed0,0.8194263177711467,0.7276391907688303
bounded-Pareto,1,labelfree_no_hazard|mlp8|seed1,0.7320751861270345,0.8033411042973699
bounded-Pareto,1,labelfree_no_hazard|mlp8|seed2,0.6600590012320965,0.5989179530083925
bounded-Pareto,1,labelfree_full|mlp8|seed0,0.6463774189856959,0.7594647198772819
bounded-Pareto,1,labelfree_full|mlp8|seed1,0.5610504379697996,0.6917065959170772
bounded-Pareto,1,labelfree_full|mlp8|seed2,0.7165381718795936,0.8083837394711499
bounded-Pareto,2,empirical_gittins,0.5664757926093942,1.0
bounded-Pareto,2,fcfs,,
bounded-Pareto,2,mean_excess,0.6534810241174135,0.6874648993274238
bounded-Pareto,2,imitation_tail_only,0.8913038161374109,0.8126514896433146
bounded-Pareto,2,imitation_no_hazard,0.6482687572270792,0.971157752192786
bounded-Pareto,2,imitation_full,0.5531452661041524,0.9968018709194125
bounded-Pareto,2,labelfree_tail_only|linear|seed0,0.6189601753725287,0.671078989042071
bounded-Pareto,2,labelfree_tail_only|linear|seed1,0.6189534819507874,0.6710756432431332
bounded-Pareto,2,labelfree_tail_only|linear|seed2,0.6189594624379999,0.6710786662849422
bounded-Pareto,2,labelfree_no_hazard|linear|seed0,0.7237264108154408,0.9271353627435662
bounded-Pareto,2,labelfree_no_hazard|linear|seed1,0.7600768394877321,0.9113235105604003
bounded-Pareto,2,labelfree_no_hazard|linear|seed2,0.7244100746186868,0.9118963373465174
bounded-Pareto,2,labelfree_full|linear|seed0,0.7703160364631092,0.8968305570441473
bounded-Pareto,2,labelfree_full|linear|seed1,0.7801148615775063,0.874112348120147
bounded-Pareto,2,labelfree_full|linear|seed2,0.7741767739595209,0.9076675538603612
bounded-Pareto,2,labelfree_tail_only|mlp8|seed0,0.8822438153997083,0.8136634340888576
bounded-Pareto,2,labelfree_tail_only|mlp8|seed1,0.8902568583517463,0.8141664122864639
bounded-Pareto,2,labelfree_tail_only|mlp8|seed2,0.6900322604822005,0.7041670966582849
bounded-Pareto,2,labelfree_no_hazard|mlp8|seed0,0.7483491156714349,0.735349119725844
bounded-Pareto,2,labelfree_no_hazard|mlp8|seed1,0.6485561719119556,0.8577403134593182
bounded-Pareto,2,labelfree_no_hazard|mlp8|seed2,0.5303915614384083,0.27537457149457834
bounded-Pareto,2,labelfree_full|mlp8|seed0,0.6812034110956268,0.7177080165010444
bounded-Pareto,2,labelfree_full|mlp8|seed1,0.6276160660234562,0.3003670684292542
bounded-Pareto,2,labelfree_full|mlp8|seed2,0.6188502192275008,0.8436667299977113
bounded-Pareto,3,empirical_gittins,0.8801841123243739,1.0
bounded-Pareto,3,fcfs,,
bounded-Pareto,3,mean_excess,0.8426956494795093,0.8143245457265558
bounded-Pareto,3,imitation_tail_only,0.8822481961564492,0.9032375441337606
bounded-Pareto,3,imitation_no_hazard,0.8839287479816164,0.9985185017523645
bounded-Pareto,3,imitation_full,0.8805806270829688,0.9997288974892837
bounded-Pareto,3,labelfree_tail_only|linear|seed0,0.8379715078466206,0.8078560752927078
bounded-Pareto,3,labelfree_tail_only|linear|seed1,0.8379705965503164,0.8078548405818204
bounded-Pareto,3,labelfree_tail_only|linear|seed2,0.8379714060582728,0.8078559363147784
bounded-Pareto,3,labelfree_no_hazard|linear|seed0,0.9033649443156767,0.9853276928812246
bounded-Pareto,3,labelfree_no_hazard|linear|seed1,0.8958917500673107,0.9650742669805693
bounded-Pareto,3,labelfree_no_hazard|linear|seed2,0.8884819697530807,0.9835389025418687
bounded-Pareto,3,labelfree_full|linear|seed0,0.873439209306971,0.9492377576181392
bounded-Pareto,3,labelfree_full|linear|seed1,0.8503719642126076,0.9241691548656008
bounded-Pareto,3,labelfree_full|linear|seed2,0.9017467543360922,0.9674434011120403
bounded-Pareto,3,labelfree_tail_only|mlp8|seed0,0.8918456961322478,0.9019190133751014
bounded-Pareto,3,labelfree_tail_only|mlp8|seed1,0.8925690411906215,0.9142432623352176
bounded-Pareto,3,labelfree_tail_only|mlp8|seed2,0.5055000715065,0.7216151426311882
bounded-Pareto,3,labelfree_no_hazard|mlp8|seed0,0.7774057719243344,0.9127595098625874
bounded-Pareto,3,labelfree_no_hazard|mlp8|seed1,0.813205506842086,0.9534406025308259
bounded-Pareto,3,labelfree_no_hazard|mlp8|seed2,0.3042480246596919,0.2862931147968718
bounded-Pareto,3,labelfree_full|mlp8|seed0,0.6918306317153775,0.7427885329295663
bounded-Pareto,3,labelfree_full|mlp8|seed1,0.19662754405232466,0.28190801996205905
bounded-Pareto,3,labelfree_full|mlp8|seed2,0.848970195246167,0.9746299446393243
bounded-Pareto,4,empirical_gittins,0.27540485764920597,1.0
bounded-Pareto,4,fcfs,,
bounded-Pareto,4,mean_excess,-0.2804263006470744,0.63080152514361
bounded-Pareto,4,imitation_tail_only,0.39049420345041425,0.8345738959133783
bounded-Pareto,4,imitation_no_hazard,0.3690482576860761,0.9650047474063954
bounded-Pareto,4,imitation_full,0.28245657525258866,0.9971126414327562
bounded-Pareto,4,labelfree_tail_only|linear|seed0,-0.3094596890362915,0.6112485041304812
bounded-Pareto,4,labelfree_tail_only|linear|seed1,-0.309465076322334,0.6112447586163948
bounded-Pareto,4,labelfree_tail_only|linear|seed2,-0.3094603549998987,0.6112480776439947
bounded-Pareto,4,labelfree_no_hazard|linear|seed0,0.4756334216040068,0.9179786433127519
bounded-Pareto,4,labelfree_no_hazard|linear|seed1,0.40163869155020854,0.9236940846078296
bounded-Pareto,4,labelfree_no_hazard|linear|seed2,0.5201700106866338,0.9019649616345754
bounded-Pareto,4,labelfree_full|linear|seed0,0.4400747335098115,0.9042917159346091
bounded-Pareto,4,labelfree_full|linear|seed1,0.43544547135315814,0.8936273965060944
bounded-Pareto,4,labelfree_full|linear|seed2,0.42044253504881846,0.9213850500320329
bounded-Pareto,4,labelfree_tail_only|mlp8|seed0,0.3602010697810287,0.8364081895211496
bounded-Pareto,4,labelfree_tail_only|mlp8|seed1,0.4652227335156246,0.8317940473024358
bounded-Pareto,4,labelfree_tail_only|mlp8|seed2,0.7479738552062644,0.6455450166822183
bounded-Pareto,4,labelfree_no_hazard|mlp8|seed0,0.6923659356781806,0.7662511094760199
bounded-Pareto,4,labelfree_no_hazard|mlp8|seed1,0.6090642163503437,0.8395665997087951
bounded-Pareto,4,labelfree_no_hazard|mlp8|seed2,0.35131293554248527,0.4700422511022704
bounded-Pareto,4,labelfree_full|mlp8|seed0,0.07717216774634912,0.755867694218758
bounded-Pareto,4,labelfree_full|mlp8|seed1,0.11975231005790367,0.5855179603944562
bounded-Pareto,4,labelfree_full|mlp8|seed2,0.6272529976223309,0.7520993286363946
bounded-Pareto,6,empirical_gittins,0.34022609436255014,1.0
bounded-Pareto,6,fcfs,,
bounded-Pareto,6,mean_excess,-0.15588105600747212,0.6772317775788521
bounded-Pareto,6,imitation_tail_only,0.2598997972719887,0.8314129435314817
bounded-Pareto,6,imitation_no_hazard,0.400603545897744,0.9713978662182906
bounded-Pareto,6,imitation_full,0.31730704208125793,0.9962334629758822
bounded-Pareto,6,labelfree_tail_only|linear|seed0,-0.18289185167519215,0.6628753348303551
bounded-Pareto,6,labelfree_tail_only|linear|seed1,-0.18289687149819558,0.662872673303303
bounded-Pareto,6,labelfree_tail_only|linear|seed2,-0.18289248954176496,0.6628750425523419
bounded-Pareto,6,labelfree_no_hazard|linear|seed0,0.4490704618314751,0.9394019025472973
bounded-Pareto,6,labelfree_no_hazard|linear|seed1,0.4254875765865505,0.9247789825269019
bounded-Pareto,6,labelfree_no_hazard|linear|seed2,0.5051636226647033,0.9261013579221676
bounded-Pareto,6,labelfree_full|linear|seed0,0.4780710974198567,0.9136527970478373
bounded-Pareto,6,labelfree_full|linear|seed1,0.4814745031936748,0.8984593406243782
bounded-Pareto,6,labelfree_full|linear|seed2,0.435879549838992,0.9207474816402869
bounded-Pareto,6,labelfree_tail_only|mlp8|seed0,0.2526303505900509,0.83021457341704
bounded-Pareto,6,labelfree_tail_only|mlp8|seed1,0.3264502889423921,0.8388058483775053
bounded-Pareto,6,labelfree_tail_only|mlp8|seed2,0.5304991613738873,0.8257433186318246
bounded-Pareto,6,labelfree_no_hazard|mlp8|seed0,0.6270124331381431,0.8473359819756013
bounded-Pareto,6,labelfree_no_hazard|mlp8|seed1,0.588659599634418,0.9020513166060862
bounded-Pareto,6,labelfree_no_hazard|mlp8|seed2,0.2984084828678405,0.35211574847415417
bounded-Pareto,6,labelfree_full|mlp8|seed0,0.4162944592696414,0.8278542488780521
bounded-Pareto,6,labelfree_full|mlp8|seed1,0.5231703298178672,0.5250973142184574
bounded-Pareto,6,labelfree_full|mlp8|seed2,0.5673564453760297,0.8903198785350758
bounded-Pareto,5,empirical_gittins,0.4160904614685745,1.0
bounded-Pareto,5,fcfs,,
bounded-Pareto,5,mean_excess,0.6796713966302921,0.7870864960753231
bounded-Pareto,5,imitation_tail_only,0.6472454991696387,0.857743107439718
bounded-Pareto,5,imitation_no_hazard,0.47175529741576044,0.9734425876920899
bounded-Pareto,5,imitation_full,0.40780436087600525,0.9944190596809793
bounded-Pareto,5,labelfree_tail_only|linear|seed0,0.6593133192172942,0.7713222538249106
bounded-Pareto,5,labelfree_tail_only|linear|seed1,0.65930925091962,0.7713190619153939
bounded-Pareto,5,labelfree_tail_only|linear|seed2,0.6593128372965387,0.7713219614722281
bounded-Pareto,5,labelfree_no_hazard|linear|seed0,0.5447727712105134,0.9320346779141461
bounded-Pareto,5,labelfree_no_hazard|linear|seed1,0.45949949421540087,0.9552213314970828
bounded-Pareto,5,labelfree_no_hazard|linear|seed2,0.4117812453320201,0.9212122775890447
bounded-Pareto,5,labelfree_full|linear|seed0,0.29857722049202456,0.9272010442754682
bounded-Pareto,5,labelfree_full|linear|seed1,0.2570776526252368,0.922196043834771
bounded-Pareto,5,labelfree_full|linear|seed2,0.49472721788566937,0.9478325653943133
bounded-Pareto,5,labelfree_tail_only|mlp8|seed0,0.6932644794211466,0.8586644843533047
bounded-Pareto,5,labelfree_tail_only|mlp8|seed1,0.6587225314676607,0.8558074869858658
bounded-Pareto,5,labelfree_tail_only|mlp8|seed2,0.5299038527030311,0.8119264038685686
bounded-Pareto,5,labelfree_no_hazard|mlp8|seed0,0.20334005856456908,0.8260040247158217
bounded-Pareto,5,labelfree_no_hazard|mlp8|seed1,0.12504601564075837,0.8492721328823092
bounded-Pareto,5,labelfree_no_hazard|mlp8|seed2,0.702031099821061,0.5972741701916484
bounded-Pareto,5,labelfree_full|mlp8|seed0,0.033612315201602974,0.8285150396221584
bounded-Pareto,5,labelfree_full|mlp8|seed1,0.06952042584755433,0.7616036857182631
bounded-Pareto,5,labelfree_full|mlp8|seed2,-0.020131037790455948,0.5841159523507173
bounded-Pareto,7,empirical_gittins,0.6753649514582303,1.0
bounded-Pareto,7,fcfs,,
bounded-Pareto,7,mean_excess,0.5433466460568799,0.8807427506578487
bounded-Pareto,7,imitation_tail_only,0.6391688936201733,0.9460611689587322
bounded-Pareto,7,imitation_no_hazard,0.681446169768496,0.9972755775640344
bounded-Pareto,7,imitation_full,0.6766926162394569,0.999778655523934
bounded-Pareto,7,labelfree_tail_only|linear|seed0,0.5359532475788168,0.8756456096837734
bounded-Pareto,7,labelfree_tail_only|linear|seed1,0.5359518310599445,0.8756446310925288
bounded-Pareto,7,labelfree_tail_only|linear|seed2,0.5359530884144635,0.8756455012094745
bounded-Pareto,7,labelfree_no_hazard|linear|seed0,0.6825376175604916,0.9892086362005396
bounded-Pareto,7,labelfree_no_hazard|linear|seed1,0.6699638084992132,0.9829585096621919
bounded-Pareto,7,labelfree_no_hazard|linear|seed2,0.678941356757494,0.9859597035594586
bounded-Pareto,7,labelfree_full|linear|seed0,0.657925382972024,0.9749218415031892
bounded-Pareto,7,labelfree_full|linear|seed1,0.6457272173863876,0.9678578850928002
bounded-Pareto,7,labelfree_full|linear|seed2,0.6756941671798684,0.9823130408583305
bounded-Pareto,7,labelfree_tail_only|mlp8|seed0,0.6394991424327966,0.9439492398828595
bounded-Pareto,7,labelfree_tail_only|mlp8|seed1,0.6482218919649919,0.9503852108192095
bounded-Pareto,7,labelfree_tail_only|mlp8|seed2,0.4766755082724979,0.7908271959420619
bounded-Pareto,7,labelfree_no_hazard|mlp8|seed0,0.6040818705257054,0.9451334659826542
bounded-Pareto,7,labelfree_no_hazard|mlp8|seed1,0.6424899559384016,0.9693222828166715
bounded-Pareto,7,labelfree_no_hazard|mlp8|seed2,0.2171808599133501,0.539027537241072
bounded-Pareto,7,labelfree_full|mlp8|seed0,0.5718821854556455,0.8942993609436583
bounded-Pareto,7,labelfree_full|mlp8|seed1,0.18804351248350584,0.5548721297239384
bounded-Pareto,7,labelfree_full|mlp8|seed2,0.6688958310006451,0.9784640657497112
bounded-Pareto,8,empirical_gittins,0.7705432916492801,1.0
bounded-Pareto,8,fcfs,,
bounded-Pareto,8,mean_excess,0.695213581250324,0.8302581236630477
bounded-Pareto,8,imitation_tail_only,0.9025536353378433,0.926566948269253
bounded-Pareto,8,imitation_no_hazard,0.7914750487255026,0.9953439950670235
bounded-Pareto,8,imitation_full,0.773460680813464,0.9990099074307277
bounded-Pareto,8,labelfree_tail_only|linear|seed0,0.676093677138634,0.8182757024743255
bounded-Pareto,8,labelfree_tail_only|linear|seed1,0.6760900028193926,0.8182734113051087
bounded-Pareto,8,labelfree_tail_only|linear|seed2,0.6760932665814366,0.818275453570717
bounded-Pareto,8,labelfree_no_hazard|linear|seed0,0.8601219065216267,0.9755104711136254
bounded-Pareto,8,labelfree_no_hazard|linear|seed1,0.8214162093519863,0.9827952910356982
bounded-Pareto,8,labelfree_no_hazard|linear|seed2,0.8485265587703791,0.9596148182890886
