epoch,train_mse,val_mse,val_r2,feature_set
3,0.15645451670427893,0.17012687027454376,0.8172353049579486,no_hazard
4,0.15439531826778247,0.16536585986614227,0.8223499856311388,no_hazard
5,0.15282734634253647,0.16433952748775482,0.8234525588098792,no_hazard
6,0.15154834025668795,0.16428308188915253,0.8235131974532538,no_hazard
7,0.15072207212904795,0.1614048182964325,0.8266052720145809,no_hazard
8,0.14943583933935295,0.16081495583057404,0.8272389522410813,no_hazard
9,0.148854910083152,0.1602586805820465,0.8278365502336413,no_hazard
10,0.14815090087064048,0.15799525380134583,0.8302681150103117,no_hazard
11,0.14715428984125845,0.157281756401062,0.8310346143561572,no_hazard
12,0.1465388709505055,0.15907354652881622,0.829109721623164,no_hazard
13,0.1468082127387444,0.15796712040901184,0.8302983382834616,no_hazard
14,0.14595908860326676,0.1570451259613037,0.8312888228188786,no_hazard
15,0.1460692894293975,0.15640756487846375,0.8319737449401631,no_hazard
16,0.14533844205173369,0.1591375470161438,0.8290409668783661,no_hazard
17,0.14496990980951865,0.15614092350006104,0.8322601936953228,no_hazard
18,0.1444804007553758,0.15539754927158356,0.8330587892608002,no_hazard
19,0.14413695560696133,0.15593703091144562,0.8324792323852105,no_hazard
20,0.14401688569045717,0.15678587555885315,0.8315673315616007,no_hazard
21,0.14396179868042597,0.15521462261676788,0.833255304568632,no_hazard
22,0.1434340570147804,0.15457797050476074,0.8339392501964513,no_hazard
23,0.1431686599318047,0.15467186272144318,0.8338383832239319,no_hazard
24,0.1431384114062571,0.15378232300281525,0.8347940021402176,no_hazard
25,0.1430315694387396,0.15487690269947052,0.8336181119111457,no_hazard
26,0.14284592084622214,0.1542678326368332,0.8342724265651301,no_hazard
27,0.14251239915386016,0.15462230145931244,0.833891626129915,no_hazard
28,0.14246409088606835,0.15431001782417297,0.8342271076634951,no_hazard
29,0.14221689341226024,0.1539020836353302,0.8346653451241665,no_hazard
30,0.14215105905363148,0.15378569066524506,0.8347903843119697,no_hazard
31,0.14210051637412668,0.15368950366973877,0.8348937165302863,no_hazard
32,0.14193747071868482,0.1535235196352005,0.8350720306402519,no_hazard
33,0.14184297370487156,0.15342819690704346,0.8351744343893721,no_hazard
34,0.14181248159609802,0.15402068197727203,0.8345379367391035,no_hazard
35,0.14163308439005431,0.1533408761024475,0.8352682417943813,no_hazard
36,0.14156769415025258,0.1536058485507965,0.8349835859452559,no_hazard
37,0.14152089823918432,0.15355812013149261,0.8350348598562192,no_hazard
38,0.14149136816821667,0.1533292531967163,0.8352807281042631,no_hazard
39,0.1414576096943781,0.15333643555641174,0.8352730122050798,no_hazard
40,0.1414367283178851,0.153344988822937,0.835263823561654,no_hazard
1,0.14158478517762033,0.027184993028640747,0.9707955777204276,full
2,0.019627299397793223,0.01686018519103527,0.9818873608864999,full
3,0.014102133351072186,0.013454817235469818,0.9855456956039993,full
4,0.012097446710035188,0.012139216996729374,0.9869590248214394,full
5,0.011111739159043654,0.011388704180717468,0.987765289262337,full
6,0.010449559093341831,0.010716747492551804,0.9884871620564223,full
7,0.009970314951526957,0.01039427425712347,0.9888335901217665,full
8,0.00966607109393736,0.010053647682070732,0.9891995200422562,full
9,0.009382681162111184,0.009808538481593132,0.9894628371079555,full
10,0.009216255424384177,0.00963625404983759,0.9896479196383017,full
11,0.009055541373855353,0.009706887416541576,0.9895720392926243,full
12,0.008986197724241593,0.009613288566470146,0.9896725911058798,full
13,0.008871007574361791,0.009233865886926651,0.9900801990881279,full
14,0.008815606431100322,0.009322036057710648,0.989985479222012,full
15,0.00874049694869619,0.009118973277509212,0.9902036264614105,full
16,0.008658478694940068,0.009019044227898121,0.9903109787112259,full
17,0.008634657954702982,0.009026187472045422,0.9903033048332777,full
18,0.008570111076962521,0.009032572619616985,0.9902964453668874,full
19,0.008549691429301117,0.008880327455699444,0.9904600000182492,full
20,0.00846325279004228,0.008895589038729668,0.9904436047329902,full
21,0.008471591257916388,0.008789177983999252,0.990557920501778,full
22,0.008446423089579746,0.008786181919276714,0.9905611391282917,full
23,0.008394605057601616,0.008802196942269802,0.9905439344340026,full
24,0.008357691205851094,0.0087432237342,0.9906072884495742,full
25,0.008347051637166099,0.008830963633954525,0.9905130308170452,full
26,0.008318560535779437,0.008693411014974117,0.9906608014920693,full
27,0.008298330330543625,0.008688640780746937,0.9906659260817499,full
28,0.008279616333345617,0.00860584992915392,0.9907548670275231,full
29,0.008264092039901276,0.0086365370079875,0.9907219003680195,full
30,0.00823446511484296,0.008578656241297722,0.990784080790523,full
31,0.008219185336475095,0.008600675500929356,0.990760425836634,full
32,0.008215160756386583,0.008538882248103619,0.9908268093831609,full
33,0.008209019845157614,0.008546280674636364,0.9908188613666785,full
34,0.008189243951634584,0.008571053855121136,0.9907922479177318,full
35,0.008175196405233228,0.008514699526131153,0.9908527885115576,full
36,0.00817036009831239,0.008521639741957188,0.9908453327438301,full
37,0.008163025887980232,0.008534452877938747,0.9908315677877921,full
38,0.008160005746560242,0.008520477451384068,0.9908465813748183,full
39,0.008156861570598486,0.008510567247867584,0.9908572277549026,full
40,0.008154568675490121,0.00850876234471798,0.9908591667347544,full
