gen,best,pop_mean,sigma,seed,val,val_ratio
43,28.2066237728921,29.68542498883357,1.2157532975715424,2,,
44,27.450863703430244,27.791694132957986,1.2421541697283107,2,,
45,27.51472405763905,28.635843915184473,1.265563991249681,2,27.204183423904265,1.0074110466570396
46,26.519736984942732,27.43392126637155,1.3318994881608637,2,,
47,26.41102725498666,26.89630978753977,1.3877091730758728,2,,
48,28.254652013838896,29.435091895862243,1.4159281458672213,2,,
49,26.382695191093944,27.966843954635358,1.4474621602230766,2,,
50,28.712355528265068,30.429190054279417,1.450218025329024,2,27.199686624179876,1.007244523529094
51,28.18007475432364,29.36864214050841,1.4059324412817882,2,,
52,28.636316326263504,29.408910587662476,1.3863987519751282,2,,
53,29.499626797891462,29.98809081654509,1.3878102453372598,2,,
54,27.331730805711317,29.442223118766343,1.3934929367596314,2,,
55,27.29223018303642,28.58399200712722,1.4007740047756863,2,27.194728547121642,1.0070609186209514
56,26.34758952637298,28.124702688932338,1.4214634622529128,2,,
57,26.646043483104997,27.884076428501153,1.4477822391108848,2,,
58,28.170498429274378,28.847200977071232,1.4622668906202207,2,,
59,27.588312220068815,28.713536045008187,1.4505607668146507,2,,
60,28.208918966299667,29.980953133713413,1.4533082829813462,2,27.195466113761757,1.0070882318017707
61,26.749214585657626,27.08784666686302,1.468978932436427,2,,
62,26.12593433480714,26.44958563791675,1.4933497291256705,2,,
63,25.492099718558826,27.13728147751019,1.4847777633685573,2,,
64,27.699319899170803,28.466122004731467,1.4698166038259433,2,,
65,27.403285128326058,28.21626350760154,1.4433198240874987,2,27.191337599791947,1.006935346838651
66,28.325781347594543,30.249963740262054,1.3977479368728765,2,,
67,28.290851761593522,29.19452177659641,1.3592762821456459,2,,
68,27.099083953087487,29.39534439471782,1.3084285804720295,2,,
69,28.105637454934765,28.70929916061433,1.2718285840751373,2,,
70,27.37978855999057,27.394331685863726,1.2560217931233444,2,27.190625161127222,1.0069089641838318
71,25.971551391805964,26.90643022858091,1.2409988509434937,2,,
72,27.54029883667419,29.828250923757754,1.2338046660554491,2,,
73,26.49894618750756,27.57303392199597,1.235825091054413,2,,
74,25.570310409747147,25.579357662199318,1.250202588045906,2,,
75,25.384135045616482,25.661111592547357,1.2358787266419144,2,27.18938732025715,1.0068631251102202
76,27.872097531393095,29.278730410994754,1.2208361013193947,2,,
77,26.057718657470158,26.213250779342697,1.2267829589309645,2,,
78,27.350172800627053,28.20581158980638,1.2189781766965466,2,,
79,27.90632003445777,28.914540490778382,1.2138959960565703,2,,
80,27.32816686215842,28.70977826048712,1.2109781449702237,2,27.189375821026776,1.0068626992767544
81,26.041436657575964,26.629449547591896,1.2033591132222092,2,,
82,26.62801980910163,28.17833752293666,1.1762787747218788,2,,
83,28.32369650323265,29.9136599982974,1.1584478748067233,2,,
84,27.685335666819732,28.840975565514427,1.160938478593522,2,,
85,26.556022751648733,28.15732600552632,1.1689987482710094,2,27.19033522157422,1.006898227294435
86,27.787854378344218,29.279081509827048,1.1794359755515798,2,,
87,28.40662077553815,29.989333939342103,1.1702964064883108,2,,
88,27.749470475177965,28.86680184955936,1.1421860769764902,2,,
89,29.016266825779525,31.78140748770745,1.114419510424059,2,,
90,28.993312306559055,30.561687965515553,1.0788990563083225,2,27.18940104646225,1.0068636334118455
91,26.33353531248872,26.486251287979098,1.0454949590649025,2,,
92,27.56938735987689,29.443461011391307,1.026687413874774,2,,
93,26.175036442954763,27.672843194615268,1.0098025946500717,2,,
94,26.1475002541937,26.154030886898965,1.0068658437161753,2,,
95,28.778608144535532,30.140067277719446,0.9977914960527311,2,27.190472358346895,1.0069033056714456
96,25.80811662911813,26.706765749439064,0.9786875507726783,2,,
97,28.298453367144567,28.905980178924914,0.9690357254689416,2,,
98,26.879340777739174,27.31612025408407,0.9401245313014857,2,,
99,29.647954287954363,31.392199560795962,0.9167715417403021,2,,
100,27.186767488631908,28.70342828348364,0.8918966279619237,2,27.188944830679496,1.0068467390683524
101,27.0944063353438,28.068043304858705,0.873795455075539,2,,
102,26.70207013436051,27.329991286790587,0.8674001635448315,2,,
103,26.666988969307962,27.276261593713315,0.8493979139632063,2,,
104,27.857316796400923,28.623464245361713,0.8439123063553712,2,,
105,25.72785168622922,27.385562903364463,0.8361992517704303,2,27.190451452939968,1.0069025315133853
106,27.880895438562966,28.711743798360562,0.8396189962117594,2,,
107,27.858417845973783,31.038277017961935,0.8458302423777941,2,,
108,25.268110215437922,26.922030656197364,0.8354939516186601,2,,
109,26.992602317693372,29.33465685618083,0.8096093940978556,2,,
