model,seed,policy,mrt,ratio,n_jobs,n_busy
stationary,18,kupd_50,16.607982805207566,1.1803057530565337,20355,4000
stationary,18,kupd_200,14.535295504789978,1.0330028100282567,20355,4000
stationary,18,kupd_500,14.2707324981577,1.0142006928514435,20355,4000
stationary,18,kupd_2000,14.163483173667403,1.0065786356641233,20355,4000
stationary,16,genie,14.31778688112591,1.0,19895,4000
stationary,16,fcfs,20.26760743905504,1.4155544852935578,19895,4000
stationary,16,static,14.54666901231465,1.015985859622653,19895,4000
stationary,16,kupd_50,16.39077858758482,1.144784366723015,19895,4000
stationary,16,kupd_200,14.954627795928623,1.0444790050368897,19895,4000
stationary,16,kupd_500,14.723702437798444,1.0283504399138406,19895,4000
stationary,16,kupd_2000,14.37392410153305,1.0039208029057298,19895,4000
stationary,19,genie,14.52344718992248,1.0,20640,4000
stationary,19,fcfs,20.52887112403101,1.4134985210863416,20640,4000
stationary,19,static,14.605608527131784,1.0056571512351635,20640,4000
stationary,19,kupd_50,16.47769476744186,1.1345581081380867,20640,4000
stationary,19,kupd_200,14.968452519379845,1.0306404756142291,20640,4000
stationary,19,kupd_500,14.762968992248062,1.0164920765155383,20640,4000
stationary,19,kupd_2000,14.61666812015504,1.0064186504080963,20640,4000
stationary,20,genie,13.890945106681361,1.0,19966,4000
stationary,20,fcfs,19.849967444655917,1.4289860979371622,19966,4000
stationary,20,static,13.908914154061906,1.0012935798998948,19966,4000
stationary,20,kupd_50,15.84267254332365,1.1405035742099026,19966,4000
stationary,20,kupd_200,14.46851747971552,1.04157905517576,19966,4000
stationary,20,kupd_500,14.105018030652108,1.0154109689676754,19966,4000
stationary,20,kupd_2000,13.92694480617049,1.0025915946836341,19966,4000
stationary,21,genie,15.010643685749315,1.0,21206,4000
stationary,21,fcfs,21.44089125719136,1.428379202521924,21206,4000
stationary,21,static,15.133746109591623,1.0082010089919846,21206,4000
stationary,21,kupd_50,17.148680090540413,1.1424346916462276,21206,4000
stationary,21,kupd_200,15.701626426483068,1.0460328521014561,21206,4000
stationary,21,kupd_500,15.302818541922099,1.0194645121348238,21206,4000
stationary,21,kupd_2000,15.062732717155521,1.0034701397552763,21206,4000
stationary,22,genie,13.574303920509776,1.0,18518,4000
stationary,22,fcfs,19.235008100226807,1.4170161661964944,18518,4000
stationary,22,static,13.678525218706126,1.0076778373909014,18518,4000
stationary,22,kupd_50,15.267606112971166,1.1247432061619702,18518,4000
stationary,22,kupd_200,14.01816394859056,1.0326985479830126,18518,4000
stationary,22,kupd_500,13.79252349065774,1.0160759307752238,18518,4000
stationary,22,kupd_2000,13.613123447456529,1.0028597803006385,18518,4000
stationary,27,genie,14.187325354299164,1.0,19969,4000
stationary,27,fcfs,20.018577795583152,1.4110184474987706,19969,4000
stationary,27,static,14.406720917422007,1.015464194810783,19969,4000
stationary,27,kupd_50,16.297687415494018,1.1487498177769888,19969,4000
stationary,27,kupd_200,14.573926586208623,1.0272497614775788,19969,4000
stationary,27,kupd_500,14.293526466022334,1.0074856330612725,19969,4000
stationary,27,kupd_2000,14.197141569432622,1.000691900332749,19969,4000
stationary,23,genie,14.767717088181556,1.0,20798,4000
stationary,23,fcfs,20.890932301182804,1.4146351921856353,20798,4000
stationary,23,static,15.365756803538803,1.0404964228246119,20798,4000
stationary,23,kupd_50,16.851091451101066,1.141076264562707,20798,4000
stationary,23,kupd_200,15.315081738628715,1.0370649469500746,20798,4000
stationary,23,kupd_500,14.941882392537744,1.0117936511998575,20798,4000
stationary,23,kupd_2000,14.785501490527935,1.001204275666996,20798,4000
stationary,26,genie,13.766398233601272,1.0,20154,4000
stationary,26,fcfs,19.36718170090305,1.4068445044420759,20154,4000
stationary,26,static,13.905962091892428,1.0101380082083131,20154,4000
stationary,26,kupd_50,15.77271856703384,1.1457403962450763,20154,4000
stationary,26,kupd_200,14.338650391981743,1.0415687639330167,20154,4000
stationary,26,kupd_500,13.969095961099532,1.0147240929732448,20154,4000
stationary,26,kupd_2000,13.811151136250869,1.0032508795612467,20154,4000
stationary,25,genie,14.68912156432384,1.0,20047,4000
stationary,25,fcfs,20.82268518980396,1.4175582316901096,20047,4000
stationary,25,static,15.09301740908864,1.0274962558513887,20047,4000
stationary,25,kupd_50,16.76343991619694,1.1412145949497141,20047,4000
stationary,25,kupd_200,15.21929365989924,1.0360928387210746,20047,4000
stationary,25,kupd_500,14.96334613657904,1.0186685480853548,20047,4000
stationary,25,kupd_2000,14.717091834189652,1.001904148573033,20047,4000
stationary,24,genie,14.992716423948218,1.0,19776,4000
stationary,24,fcfs,21.186821905339805,1.413140975006877,19776,4000
stationary,24,static,15.29577973300971,1.0202140359686522,19776,4000
stationary,24,kupd_50,17.6790109223301,1.1791733013832637,19776,4000
stationary,24,kupd_200,15.523764158576054,1.035420381444658,19776,4000
stationary,24,kupd_500,15.159119639967637,1.011098937064775,19776,4000
stationary,24,kupd_2000,15.052010517799353,1.0039548599582944,19776,4000
stationary,28,genie,14.344341740850641,1.0,20220,4000
stationary,28,fcfs,20.275545994065283,1.4134873778364758,20220,4000
stationary,28,static,14.740373392680514,1.0276089108154771,20220,4000
stationary,28,kupd_50,16.290163204747774,1.135650802180466,20220,4000
stationary,28,kupd_200,14.900546488625123,1.038775201945342,20220,4000
stationary,28,kupd_500,14.468475766567753,1.0086538670062215,20220,4000
stationary,28,kupd_2000,14.382663699307617,1.0026715731644793,20220,4000
stationary,29,genie,14.138277403772033,1.0,19459,4000
stationary,29,fcfs,20.00090292409682,1.4146633534549735,19459,4000
stationary,29,static,14.499504599414152,1.025549590330272,19459,4000
stationary,29,kupd_50,16.39349349915206,1.159511376879502,19459,4000
stationary,29,kupd_200,14.786631378796443,1.0458580601093195,19459,4000
stationary,29,kupd_500,14.315608715761345,1.0125426391720111,19459,4000
stationary,29,kupd_2000,14.199475820956883,1.0043285624858742,19459,4000
stationary,30,genie,15.631599344451942,1.0,20746,4000
stationary,30,fcfs,22.627678106622966,1.4475600102080477,20746,4000
stationary,30,static,16.312793309553648,1.0435780082441455,20746,4000
stationary,30,kupd_50,18.096480767376843,1.1576858111962645,20746,4000
stationary,30,kupd_200,16.216134194543525,1.0373944365647427,20746,4000
stationary,30,kupd_500,15.931212763906293,1.0191671634394015,20746,4000
stationary,30,kupd_2000,15.719329509303,1.005612360125018,20746,4000
stationary,31,genie,14.097521805273834,1.0,19720,4000
stationary,31,fcfs,19.82694776876268,1.406413697572398,19720,4000
stationary,31,static,14.405448782961457,1.0218426317718075,19720,4000
stationary,31,kupd_50,16.048942190669372,1.1384229379000157,19720,4000
stationary,31,kupd_200,14.622290060851928,1.0372241492388954,19720,4000
stationary,31,kupd_500,14.32058569979716,1.0158229153750895,19720,4000
stationary,31,kupd_2000,14.167848377281945,1.0049885769271734,19720,4000
stationary,32,genie,13.691396015621137,1.0,20229,4000
stationary,32,fcfs,19.585694300262002,1.4305111237682258,20229,4000
stationary,32,static,13.772134559296061,1.0058970278547787,20229,4000
stationary,32,kupd_50,15.497275693311583,1.131898871059608,20229,4000
stationary,32,kupd_200,14.12937713184043,1.0319895148544078,20229,4000
stationary,32,kupd_500,13.863233971031686,1.0125507987070486,20229,4000
stationary,32,kupd_2000,13.709580305502001,1.0013281545475798,20229,4000
stationary,33,genie,13.905468335419274,1.0,19975,4000
stationary,33,fcfs,19.600931664580724,1.4095844305117193,19975,4000
stationary,33,static,14.789827784730914,1.0635979621814713,19975,4000
stationary,33,kupd_50,15.84008110137672,1.1391260415896747,19975,4000
stationary,33,kupd_200,14.407579974968712,1.03610893408534,19975,4000
stationary,33,kupd_500,14.062316395494369,1.0112795956447997,19975,4000
stationary,33,kupd_2000,13.977569461827285,1.0051850915531093,19975,4000
stationary,35,genie,14.845397576115873,1.0,20298,4000
stationary,35,fcfs,21.21678687555424,1.4291828000409383,20298,4000
stationary,35,static,15.177976647945608,1.022402840349982,20298,4000
stationary,35,kupd_50,16.51944477288403,1.1127654000632128,20298,4000
stationary,35,kupd_200,15.321539560547837,1.032073373716714,20298,4000
stationary,35,kupd_500,14.932373140210862,1.005858756132939,20298,4000
stationary,35,kupd_2000,14.890102473150064,1.0030113640813578,20298,4000
stationary,34,genie,14.561397167081283,1.0,19697,4000
stationary,34,fcfs,20.89262019596893,1.4347950238731584,19697,4000
stationary,34,static,14.833396456313146,1.0186794773956696,19697,4000
stationary,34,kupd_50,17.18799309539524,1.1803807627919014,19697,4000
stationary,34,kupd_200,15.171711428136264,1.041913166302112,19697,4000
stationary,34,kupd_500,14.780824998730774,1.0150691468086281,19697,4000
stationary,34,kupd_2000,14.618708940447785,1.0039358704874877,19697,4000
stationary,36,genie,13.772486848635236,1.0,20150,4000
stationary,36,fcfs,19.48067593052109,1.4144632080335948,20150,4000
stationary,36,static,13.972193052109182,1.0145003735105207,20150,4000
stationary,36,kupd_50,15.719740942928041,1.1413872538557381,20150,4000
stationary,36,kupd_200,14.38076923076923,1.0441664885085202,20150,4000
stationary,36,kupd_500,14.032172208436725,1.018855371775303,20150,4000
stationary,36,kupd_2000,13.863370223325063,1.0065989080758377,20150,4000
stationary,39,genie,12.454880438834744,1.0,18777,4000
stationary,39,fcfs,17.539199020077756,1.4082189793962159,18777,4000
stationary,39,static,12.511966235287852,1.0045834078242224,18777,4000
stationary,39,kupd_50,14.056195345369334,1.1285692716520694,18777,4000
stationary,39,kupd_200,12.84253927677478,1.0311250549408169,18777,4000
stationary,39,kupd_500,12.585147787186452,1.010459140815638,18777,4000
stationary,39,kupd_2000,12.46659743302977,1.0009407552527354,18777,4000
stationary,37,genie,13.472289495197218,1.0,19572,4000
stationary,37,fcfs,19.00083946454118,1.4103645465245422,19572,4000
stationary,37,static,13.525926834253015,1.0039813083793159,19572,4000
stationary,37,kupd_50,15.070986102595542,1.1186655473791778,19572,4000
stationary,37,kupd_200,13.82162783568363,1.0259301390911284,19572,4000
stationary,37,kupd_500,13.670855303494788,1.0147388317604338,19572,4000
stationary,37,kupd_2000,13.548052319640302,1.0056236042485647,19572,4000
stationary,38,genie,14.583300281909207,1.0,20574,4000
stationary,38,fcfs,20.86185768445611,1.43053062620781,20574,4000
stationary,38,static,14.864776416836786,1.019301264424813,20574,4000
stationary,38,kupd_50,16.789521240400504,1.151284065735665,20574,4000
stationary,38,kupd_200,15.210662486633618,1.0430192201077189,20574,4000
stationary,38,kupd_500,14.727342762710215,1.0098772210690672,20574,4000
stationary,38,kupd_2000,14.625759696704579,1.002911509327422,20574,4000
