model,seed,policy,mrt,ratio,n_jobs,n_busy
T=500,8,static,28.513077998756994,1.0393514602418559,12872,2500
T=500,8,kupd_50,31.327171379738967,1.141930075742717,12872,2500
T=500,8,kupd_200,28.461628340584216,1.0374760304003934,12872,2500
T=500,8,kupd_500,28.10159959602237,1.0243523542611246,12872,2500
T=500,8,kupd_2000,28.373832349285273,1.0342757132770046,12872,2500
T=500,12,genie,25.13714478703115,1.0,12584,2500
T=500,12,fcfs,26.93581055308328,1.0715540997711126,12584,2500
T=500,12,static,26.62126986649714,1.0590411159278394,12584,2500
T=500,12,kupd_50,27.9790861411316,1.1130574445975532,12584,2500
T=500,12,kupd_200,25.98268277177368,1.0336369938553547,12584,2500
T=500,12,kupd_500,25.75881993006993,1.0247313347759175,12584,2500
T=500,12,kupd_2000,26.090431500317862,1.0379234285104064,12584,2500
T=500,11,genie,30.382082690527614,1.0,12964,2500
T=500,11,fcfs,32.20818188830608,1.0601044772466437,12964,2500
T=500,11,static,32.60832690527615,1.073274904733329,12964,2500
T=500,11,kupd_50,34.03592795433509,1.120263159738771,12964,2500
T=500,11,kupd_200,31.311116939216287,1.0305783595598705,12964,2500
T=500,11,kupd_500,31.08947701326751,1.0232832729061212,12964,2500
T=500,11,kupd_2000,32.03922246220302,1.054543323726522,12964,2500
T=500,13,genie,25.48317512144621,1.0,12557,2500
T=500,13,fcfs,27.647661861909693,1.0849378748977747,12557,2500
T=500,13,static,26.599001353826555,1.0437867819477993,12557,2500
T=500,13,kupd_50,28.56232778529904,1.1208308089230792,12557,2500
T=500,13,kupd_200,26.36428207374373,1.0345760270491566,12557,2500
T=500,13,kupd_500,26.134707334554435,1.0255671520524108,12557,2500
T=500,13,kupd_2000,26.394314724854667,1.0357545556653047,12557,2500
T=500,14,genie,23.723857033962904,1.0,11807,2500
T=500,14,fcfs,25.743300584399087,1.0851229017079795,11807,2500
T=500,14,static,24.876480901160328,1.0485850115159325,11807,2500
T=500,14,kupd_50,26.582199542644197,1.1204838869408675,11807,2500
T=500,14,kupd_200,24.35506140425171,1.0266063131886682,11807,2500
T=500,14,kupd_500,24.31297196578301,1.0248321734099448,11807,2500
T=500,14,kupd_2000,24.565849072584058,1.0354913637110426,11807,2500
T=500,15,genie,25.171860770937784,1.0,12167,2500
T=500,15,fcfs,27.24715131092299,1.0824448601106693,12167,2500
T=500,15,static,26.44584038793458,1.0506112610660738,12167,2500
T=500,15,kupd_50,28.23441193391962,1.1216656643245744,12167,2500
T=500,15,kupd_200,25.896399276732144,1.0287836688907352,12167,2500
T=500,15,kupd_500,25.776933508670997,1.0240376642489537,12167,2500
T=500,15,kupd_2000,26.270403550587655,1.0436416993422353,12167,2500
T=500,16,genie,24.096584907272884,1.0,11701,2500
T=500,16,fcfs,26.285013246731047,1.0908190246825245,11701,2500
T=500,16,static,25.198905221775917,1.0457459145661063,11701,2500
T=500,16,kupd_50,26.686068712075897,1.107462688790454,11701,2500
T=500,16,kupd_200,24.876769506879754,1.0323773930044085,11701,2500
T=500,16,kupd_500,24.733669771814373,1.02643880313302,11701,2500
T=500,16,kupd_2000,24.824191949406032,1.0301954424219484,11701,2500
T=500,17,genie,24.07933716632443,1.0,12175,2500
T=500,17,fcfs,26.596510061601645,1.1045366356179251,12175,2500
T=500,17,static,24.937164681724845,1.0356250468804478,12175,2500
T=500,17,kupd_50,26.038059958932237,1.0813445477787957,12175,2500
T=500,17,kupd_200,24.7724796714579,1.028785780121176,12175,2500
T=500,17,kupd_500,24.442425462012316,1.015078832659716,12175,2500
T=500,17,kupd_2000,24.594397535934295,1.0213901390246818,12175,2500
T=500,18,genie,24.925299493229208,1.0,12037,2500
T=500,18,fcfs,26.720240923818224,1.0720128330284096,12037,2500
T=500,18,static,26.27158677411315,1.0540128828241222,12037,2500
T=500,18,kupd_50,27.19393702749855,1.0910174633964018,12037,2500
T=500,18,kupd_200,25.57152945085985,1.0259266677139098,12037,2500
T=500,18,kupd_500,25.41480933787489,1.0196390757422455,12037,2500
T=500,18,kupd_2000,25.735132508100023,1.0324904025763382,12037,2500
T=500,19,genie,28.72915894887433,1.0,13281,2500
T=500,19,fcfs,30.910111437391762,1.075914247695124,13281,2500
T=500,19,static,30.413996686996462,1.0586455642895927,13281,2500
T=500,19,kupd_50,31.77937354114901,1.1061713848881816,13281,2500
T=500,19,kupd_200,29.470958512160227,1.0258204413364826,13281,2500
T=500,19,kupd_500,29.243531360590314,1.0179041931798751,13281,2500
T=500,19,kupd_2000,30.401370378736544,1.0582060697578388,13281,2500
T=2000,1,genie,27.106370320855618,1.0,13464,2500
T=2000,1,fcfs,29.74840760546643,1.0974692389035219,13464,2500
T=2000,1,static,28.651281194295898,1.0569943837981002,13464,2500
T=2000,1,kupd_50,30.17660353535354,1.113266113395333,13464,2500
T=2000,1,kupd_200,28.365498366013078,1.0464513702961067,13464,2500
T=2000,1,kupd_500,27.845649138443257,1.0272732501193211,13464,2500
T=2000,1,kupd_2000,27.503697266785505,1.0146580652897,13464,2500
T=2000,0,genie,27.625944340212634,1.0,12792,2500
T=2000,0,fcfs,30.025852095059413,1.0868715192245373,12792,2500
T=2000,0,static,28.934724046278927,1.0473750214634734,12792,2500
T=2000,0,kupd_50,32.10446763602251,1.1621129486346966,12792,2500
T=2000,0,kupd_200,28.404224515322074,1.0281720749714451,12792,2500
T=2000,0,kupd_500,27.89137351469668,1.0096079674676564,12792,2500
T=2000,0,kupd_2000,27.902192776735458,1.00999960157455,12792,2500
T=2000,3,genie,27.008289663552823,1.0,13167,2500
