dist,rho,n,trial,ell,empirical,truncated,true_paired,true_gittins,fcfs,plcfs
1-6-14,0.98,100,82,14.870000000000001,329.6371552384677,434.3568315578321,247.9004682602802,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,83,14.700000000000001,494.5883508130301,612.4010101985522,244.69291904989643,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,84,14.44,548.2061960441504,961.8349089301004,238.00099555461858,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,85,14.68,279.2879502650842,619.4769411835388,247.97399214293824,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,86,14.5,1012.6017523343944,1053.875372448994,267.2639824574175,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,87,14.870000000000001,361.4480604423087,396.12863995855344,239.20881551854822,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,88,14.85,284.6373632940827,431.2532035947711,241.47205873182247,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,89,14.91,344.5492257742637,385.3877721061156,240.4565583766003,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,90,14.85,403.9654408291308,469.49357237341593,259.46392053289503,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,91,14.81,309.1394504919959,435.1717726687485,231.15612461930408,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,92,14.74,332.27408585840544,499.08403790601966,227.88511609414422,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,93,14.71,451.62938980663733,541.1451828882097,236.48151175884777,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,94,14.700000000000001,389.7910594101278,517.0035545730809,224.94028438500098,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,95,14.94,336.5313087711319,374.3150330293121,242.86490184791617,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,96,14.98,268.9641030633431,388.2401082301501,260.8452784807148,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,97,14.450000000000001,582.8311159465027,809.5946088000237,225.63488231699944,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,98,14.82,339.10060817862313,422.48994988317895,232.6114604565041,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,100,99,15.1,262.88806714208175,305.1980520728633,244.17821204748134,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,1000,0,15.030000000000001,279.2668890763111,350.3818201417181,260.8936792299417,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,1000,1,15.040000000000001,259.22677121081074,308.7545332739232,236.1312256341363,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,1000,2,15.01,259.22986136614156,355.35501084342025,254.57319255490333,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,1000,3,14.93,246.20921810360576,347.2065342356619,236.51756507914902,246.59908642224494,279.7048335461678,352.8057550150208
1-6-14,0.98,1000,4,15.06,251.0554750293972,310.68457582019124,240.19392969627307,246.59908642224494,279.7048335461678,352.8057550150208
