dist,rho,n,trial,ell,empirical,truncated,true_gittins,fcfs,plcfs,true_paired
1-6-14,0.8,100,88,14.64,28.325280176336175,31.580423651695614,27.02858317223873,29.31315334077942,35.28057550150213,27.170792097227555
1-6-14,0.8,100,89,14.33,31.473982102908277,37.77284095226035,27.02858317223873,29.31315334077942,35.28057550150213,26.547321134608076
1-6-14,0.8,100,90,14.17,28.723790201501384,43.66616534966416,27.02858317223873,29.31315334077942,35.28057550150213,26.99188443303042
1-6-14,0.8,100,91,14.4,29.957130362017097,36.54838775876153,27.02858317223873,29.31315334077942,35.28057550150213,27.333898706939497
1-6-14,0.8,100,92,14.37,30.353992552751343,35.073764377327265,27.02858317223873,29.31315334077942,35.28057550150213,25.34932374844849
1-6-14,0.8,100,93,14.14,30.225138644143325,41.93547872232687,27.02858317223873,29.31315334077942,35.28057550150213,26.39742581677503
1-6-14,0.8,100,94,14.65,27.64037158602805,32.554869316800385,27.02858317223873,29.31315334077942,35.28057550150213,27.448154226436504
1-6-14,0.8,100,95,14.29,28.84326428030622,37.79581875157735,27.02858317223873,29.31315334077942,35.28057550150213,25.98137019432994
1-6-14,0.8,100,96,14.44,28.767281384252932,35.817502128249295,27.02858317223873,29.31315334077942,35.28057550150213,27.159884183643168
1-6-14,0.8,100,97,14.3,29.72929152804804,38.04439792438224,27.02858317223873,29.31315334077942,35.28057550150213,26.019574205427578
1-6-14,0.8,100,98,14.57,29.007732367683627,33.404070331925645,27.02858317223873,29.31315334077942,35.28057550150213,27.38555274894423
1-6-14,0.8,100,99,14.38,30.14274162089006,36.62428608391051,27.02858317223873,29.31315334077942,35.28057550150213,26.652030690231665
1-6-14,0.8,1000,0,14.71,27.546191478989957,31.14284742127328,27.02858317223873,29.31315334077942,35.28057550150213,27.05363673588769
1-6-14,0.8,1000,1,14.61,28.42740369236845,34.11600138217001,27.02858317223873,29.31315334077942,35.28057550150213,28.3890723664725
1-6-14,0.8,1000,2,14.66,27.304903274110647,31.618573596665183,27.02858317223873,29.31315334077942,35.28057550150213,27.238529887895098
