gen,best,pop_mean,sigma,seed,val,tier,arch
104,0.8170881166850121,0.8170881166850121,2.0617470150208272,1,,tail_only,linear
105,0.8171122349064975,0.8171122349064975,2.114445429616279,1,,tail_only,linear
106,0.8207579756268151,0.8207579756268151,2.0803279094511575,1,,tail_only,linear
107,0.8116203976350108,0.8116203976350108,1.5423973820883292,1,,tail_only,linear
108,0.8137634472038546,0.8137634472038546,1.545717511345282,1,,tail_only,linear
109,0.8134027095092236,0.8134027095092236,1.457490075360991,1,,tail_only,linear
110,0.8185588616780414,0.8185588616780414,1.757659668608502,1,0.8133885684390975,tail_only,linear
111,0.8010442449982351,0.8010442449982351,1.9984669981525156,1,,tail_only,linear
112,0.8125664377896101,0.8125664377896101,2.009964384520764,1,,tail_only,linear
113,0.8151949482734349,0.8151949482734349,2.445171789418165,1,,tail_only,linear
114,0.8083973945741021,0.8083973945741021,2.6942720949005405,1,,tail_only,linear
115,0.812365428134594,0.812365428134594,2.729966722679366,1,,tail_only,linear
116,0.8064699657612588,0.8064699740106109,2.5586655730229513,1,,tail_only,linear
117,0.8226963093093258,0.8226963166002901,2.9120201512004895,1,,tail_only,linear
118,0.8123115162037942,0.8123119437423036,3.1856642352149653,1,,tail_only,linear
119,0.8232439353542942,0.8232454409583814,3.5070695617693546,1,,tail_only,linear
120,0.823831137559982,0.8238321626352754,3.388126499537112,1,0.8133885684390975,tail_only,linear
1,0.9663726290081118,1.405082704588159,0.9762403437039812,2,0.9725878290706738,tail_only,linear
2,0.8188903076346772,1.0967946201366008,1.2609786867189754,2,,tail_only,linear
3,0.8118242222552301,1.0130071349027696,1.8907083277932464,2,,tail_only,linear
4,0.807152476804369,0.9603075672519664,2.666952163238104,2,,tail_only,linear
5,0.8251804083082719,0.931572729235658,3.2061933674497873,2,,tail_only,linear
6,0.8159895189000143,0.9136615935751922,3.6781013910220257,2,,tail_only,linear
7,0.817346895765737,0.9923198786563374,5.221377209773329,2,,tail_only,linear
8,0.8051667645721343,1.014544012334997,5.770097213547663,2,,tail_only,linear
9,0.8170689280557342,0.8953039930228146,5.562729006777734,2,,tail_only,linear
10,0.8255266469977567,0.8282222535295499,6.067947798014881,2,0.8134261761093264,tail_only,linear
11,0.8139561968869476,0.8174993179421336,5.718693940855693,2,,tail_only,linear
12,0.8232772814383877,0.8266536891033082,5.220990344635582,2,,tail_only,linear
13,0.815966808448509,0.8173228093616998,5.533562789075797,2,,tail_only,linear
14,0.8176293750412822,0.8189655903770189,6.230659544530003,2,,tail_only,linear
15,0.8200196639395965,0.8214274036238232,6.491647638764599,2,,tail_only,linear
16,0.8200481876651655,0.8213560207948998,5.867035469899765,2,,tail_only,linear
17,0.8125298405322232,0.8132232697254727,5.628247154962843,2,,tail_only,linear
18,0.8169183232580091,0.8173399665677175,6.01836692525921,2,,tail_only,linear
19,0.8130830414046412,0.8138114381003121,5.880389589737258,2,,tail_only,linear
20,0.813886683944534,0.8159232868825586,5.862567158334907,2,0.8133986627412799,tail_only,linear
21,0.8118409570177532,0.8126270724080152,5.7961360547439,2,,tail_only,linear
22,0.8132773340818429,0.8137635698284977,7.490273579262377,2,,tail_only,linear
23,0.8188981457269129,0.8196526335374859,6.287720116051005,2,,tail_only,linear
24,0.8227226767640756,0.8234878172802809,6.266232855175384,2,,tail_only,linear
25,0.8137905401422789,0.814127639359852,6.580978956897681,2,,tail_only,linear
26,0.807844895184239,0.8081182723137716,6.092686960140791,2,,tail_only,linear
27,0.8063792280497019,0.8071055268064795,6.617857699385225,2,,tail_only,linear
28,0.8224607285516556,0.8228685107592715,6.286958572240693,2,,tail_only,linear
29,0.818233318835178,0.8184226025004004,6.716458488752703,2,,tail_only,linear
30,0.8199189831874765,0.8859222730807161,7.074321229121883,2,0.8134110268776336,tail_only,linear
31,0.8285427375034023,0.8286740505094505,9.26768800509835,2,,tail_only,linear
32,0.811253308752993,0.8113709845903154,16.71240376436008,2,,tail_only,linear
33,0.8049801549941238,0.8716192850350927,20.233038643245273,2,,tail_only,linear
34,0.8112296313057875,0.811322458839169,19.13769352844056,2,,tail_only,linear
35,0.8112517466707698,0.8115951685703842,21.76696692530239,2,,tail_only,linear
36,0.8172890375195683,0.8835421199589667,23.708377877195716,2,,tail_only,linear
37,0.813279408628067,0.8137554122176449,29.02493129729285,2,,tail_only,linear
38,0.8087020478664723,0.8734757278886107,37.90524823722395,2,,tail_only,linear
39,0.8142843543138801,0.8227633992101404,32.108484338283645,2,,tail_only,linear
40,0.8178277189560854,0.8182760890723069,32.1583385733418,2,0.8134378672792452,tail_only,linear
41,0.8180740267822402,0.8183951877529145,30.90771620419173,2,,tail_only,linear
42,0.825249702030774,0.8258316945585992,39.39642953709416,2,,tail_only,linear
43,0.8079481793071019,0.8082900416251615,52.060313601159216,2,,tail_only,linear
44,0.8076585211993785,0.8078742027674413,63.91293439435449,2,,tail_only,linear
45,0.820315436754216,0.8204520679051852,74.69711336169625,2,,tail_only,linear
46,0.8250389896438886,0.8251396700173815,70.67568038953004,2,,tail_only,linear
